0,0.6429186026778599,
1,0.369228654336788,
2,0.25061821036718446,
3,0.13739515942023411,
4,0.11261498864136105,
5,0.07699911839878146,
6,0.053448086605178045,
7,0.03174825018643434,
8,0.010136065441531315,
9,0.012352550896723762,
10,0.008495430460875114,
11,0.0039839020430297864,
12,0.0026930378034943562,
13,0.001922969015872534,
14,0.0009504541350609519,
15,0.0008603194356742697,
16,0.0007203045298968139,
17,0.0005244887838508198,
18,0.0003942097698324551,
19,0.0002871183189804659,
20,0.0002330057608592862,
21,0.0002085760792624961,
22,0.0001912190784344397,
23,0.00017436184344292536,
24,0.00015991546764737504,
25,0.00014325575010332503,
26,0.00013128203290592574,
27,0.00012326475417890007,
28,0.00011462056496486787,
29,0.00010938751563646682,
30,0.00010552446859710428,
31,0.00010202754881221853,
32,9.983750271646734e-05,
33,9.778977560832165e-05,
34,9.602548971387755e-05,
35,9.487350332527497e-05,
36,9.362411247086263e-05,
37,9.250405273845822e-05,
38,9.169327278761215e-05,
39,9.078481826519206e-05,
40,9.008890831315107e-05,
41,8.951723838963533e-05,
42,8.892716653573804e-05,
43,8.842188046269758e-05,
44,8.800202106373889e-05,
45,8.756408614102826e-05,
46,8.719770063644042e-05,
47,8.68365454631092e-05,
48,8.653999422086501e-05,
49,8.620177793295353e-05,
50,8.589877741760852e-05,
51,8.561391714248191e-05,
52,8.537054736243822e-05,
53,8.509873029390188e-05,
54,8.486321352240027e-05,
55,8.463043363871511e-05,
56,8.442222350657029e-05,
57,8.421376250380635e-05,
58,8.401839507006657e-05,
59,8.381890585755073e-05,
60,8.365408926010389e-05,
